用户名称,评论时间,评论内容
温柔Oliver,1月15日 07:01,当年我说要考清华，很多人都嘲笑我，后来我用事实证明，他们嘲笑得对。 
NNNDA_,1月15日 04:40,再赌一把 双数找他 单数忘了他
rr-rr-rr-rr,1月15日 03:53,到后来才发现爱你是一种习惯
该怎么去思念,1月15日 01:43,都会幸福不是吗 那些夜里偷偷抹掉的眼泪都会化为我前进路上的灯
末日烏託邦,1月15日 01:04,都会幸福不是吗 那些夜里偷偷抹掉的眼泪都会化为我前进路上的灯
我今天想他了,1月15日 01:01,以前会 可是现在不会了 没有结果的事情不会去做第二次
小贝r_Xrce,1月15日 00:46,徐婷婷我爱你
番茄爽肤水,1月15日 00:38,我一个没啥爱情故事的人，也不知道听个啥，歌词对我来说索然无味，听的只有歌声和伴奏[多多笑哭]
枯977,1月15日 00:00,为自己暖一杯茶
一个精神病患者自言自语,1月14日 23:58,真正的爱是很窒息的。
写给涵的诀别诗,1月14日 23:52,一千根针我替你吞
LMlucky1,1月14日 23:52,恭喜
离殇南行,1月14日 23:03,我的初恋就是这么来的，也是我最难忘的
欣玉么儿,1月14日 22:51,同时爱着两个人是不是很累
用户1894816558,1月14日 22:41,那些以为走不出来的日子 都回不去了.
独自行走望城,1月14日 22:35,有
小賢o3o,1月14日 22:33,时间会验证我多爱你啊
Tsui-甜酱,1月14日 21:36,爱是一物降一物
周诗琴_eqvE,1月14日 21:34,时间会一直验证没有人会真的爱你
神也慕念,1月14日 21:31,或许换个时间 我们真的很合适.
你的寒江,1月14日 21:25,你可能也不知道还有人继承了四十万的负债吧，会好的
Zikdov,1月14日 21:24,每次听这首歌都会有不一样的感觉
你丑儿,1月14日 21:21,哈哈哈 我老婆和我吵架我现在要去哄了 我也听这歌
小马03i,1月14日 20:21,144天加油
玖月雨_jIjP,1月14日 19:22,你以为的只是你以为
小策十八岁,1月14日 19:21,春姐手下无弱妇 德云女孩不服输
妹妹早上好_baby,1月14日 17:57,五个月
世间漂洋,1月14日 17:55,会呀，因为喜欢所以连吃饭都不肯放下手机，喜欢看到她消息，喜欢来消息时的震动，喜欢语音的声音，喜欢她那个城市的天气。
还是辞辞,1月14日 17:33,舔狗这个词没出来的时候叫深情.
糖糖_NmfY,1月14日 16:07,没有mv吗 还是我没找到？
许嵩_yyds,1月14日 14:50,恭喜
A-迪士尼在逃保安,1月14日 14:46,现在是2022－01－14，希望刘茜心想事成
吃个屁看看,1月14日 14:41,想为你暖一杯茶
小王日记2010,1月14日 13:37,希望和男朋友工作顺顺利利 平平安安
像初时般热衷于你_,1月14日 13:19,渣被世人认作酷，深情的人被认作舔狗。你告诉我什么是爱情？
像初时般热衷于你_,1月14日 13:17,暧昧上头的瞬间像极了爱情。
我在你心里嘛_18hx,1月14日 13:11,沾沾喜气[多多耍酷]
别再熬夜_zds,1月14日 13:02,时间会验证我多爱你呀
春风得意马蹄疾_5m8H,1月14日 12:48,恭喜
周花花某某,1月14日 12:09,时间会验证我爱你呀 我的温柔是你的专属啊～
天上的星星_不说话,1月14日 10:55,深情是深情 舔狗是舔狗
wwww元宝,1月14日 08:47,感受不到真的是因为不爱吗？
小沫与飞,1月14日 07:49,还舔的明明白白的
夙夙呀_MGh4,1月14日 03:21,网恋对象让我听的一首歌，我有点喜欢他了，但是我不敢完全接受，我前任欺骗了我我怕他和我前任一样我该怎么办，但是我想和他走下去，我到底该怎么办呀
MKT_1,1月14日 02:03,借你吉言
不是女主角-,1月14日 01:48,没动态的日子里 都在认真上班 也许难熬 但得为自己的生活买单.
YanZiWei-ai,1月14日 01:41,听一千遍反方向的钟就可以回到过去吗
斜杠姑娘我呀,1月14日 01:26,等2023年9月，等到了，再回来留言，时间会证明我多爱你啊🐯
Fairy北儿_,1月14日 01:21,真幸福
小汤没糖了,1月14日 01:15,jxz咱俩还没有见面打过招呼，也没有说很多话。本以为会有机会的，然后在校园里看到你和一个女生，又在抖音上看到你改签名为有女友，就死心了。这首歌，是我第一次看你抖音听到的，因为你喜欢这首歌“时间会验证我多爱你呀”。祝你幸福。
要尽情可爱啊,1月14日 01:07,别的不说，想谈恋爱
1悲伤的巧克力,1月14日 00:36,你可以因为我一点都不好就可以忘记我所有的好 那你别忘了 我发现你不好的时候从来没有想过真的离开你
就捏小肥脸a_,1月14日 00:22,我亲爱的晶晶小朋友，很高兴成为你的朋友，成为你的男朋友，虽然我老是爱惹你生气惹你不开心，我我我我不知道该怎么表达我的那份喜欢那份爱，我觉得能让晶晶宝贝开心能让晶晶宝贝自由自在的平平安安才是我开心的理由，我的温柔是你的专属啊！宝宝在学校可以乱想，但是不可以担心我在爱你@不要捏我脸a_
安欣是我男神QAQ,1月14日 00:08,家里人商量一下吧 我也是回族 喜欢的男生是汉族 相爱的人不应该分开 希望你们能在一起
橙子味灵儿,1月14日 00:07,想你了
Lydia_1VZp,1月14日 00:02,每次听这首歌都会流眼泪，想起了曾经我们说好永远在一起的，我也坚信我们一定会在一起的，可是……我听到你说你已经解脱了……那就这样吧，我和你说我没有后悔和你一起是真的，但没有遗憾那是骗你的，可是你不懂，你不懂我……
Frank_2000bigboom,1月13日 23:51,天黑了以后别忘记回家。
1开心第一,1月13日 23:31,我爱你 你要记得我
是培杰了_,1月13日 23:27,CHY我好想你！
年少仙良,1月13日 22:46,一天一遍
ONE简一,1月13日 22:24,亲爱的，外面没有别人，只有自己。
Rdeundant,1月13日 22:09,2022年了，娶到了嘛
爱de绝缘体_,1月13日 21:51,爱你是一场赌博，我直接梭哈
老林的信仰与酒,1月13日 21:32,天黑了，年少的心该歇着了
吃肥皂吐泡泡io,1月13日 20:28,时间会证明我多爱你啊…
-祎-y-,1月13日 20:15,让妈妈知道的人一定很难忘吧。
远道1999,1月13日 19:47,怎么可能甘心 及时止损 适可而止
栗子misu,1月13日 19:46,怎么甘心做朋友 再看一眼还是想拥有
文豪丶野犬,1月13日 19:19,我喜欢胡琳芝呀 什么时候能取她
在逃大葱,1月13日 18:51,因为旋律爱上这首歌，因为这首歌爱上她
人间理想_zj,1月13日 18:28,恭喜
Pinksir,1月13日 18:02,恭喜
不太会扣篮_A8Of,1月13日 18:00,借你吉言
听风-散去,1月13日 17:32,但心在一起
瑶宝不emo,1月13日 15:57,我们都说一句对不起 然后和好好不好
小马03i,1月13日 15:49,145天，加油
随缘吧ycx,1月13日 15:44,99
喜欢喝百事_,1月13日 15:22,恭喜恭喜
爱你_jJzp,1月13日 14:49,无非就是换个人睡觉，把衣服脱了给另一个人看，做着和前任同样做过的事，等新鲜感过去了该吵还是吵，谁能逃过时间的轮回
兜里没糖_zh,1月13日 12:08,这首歌听了真的让人觉得很温暖。
影风e,1月13日 12:06,"问你们一个问题:
现在你和初恋还在一起吗"
XIN_0401,1月13日 11:19,恭喜恭喜
喂后来的你好吗,1月13日 10:32,会的
天天开心_OnJa,1月13日 10:04,天黑了记得早点回家，我不在身边要好好的啊
wuli小怪兽哦,1月13日 07:58,有没有一直藏在心底的一个人，不打扰，默默关注
奶泥_,1月13日 03:01,其实你的碎碎念我也很愿意听.
梨的傷心日記_,1月13日 02:53,@奶泥_ 最近我也总把这首歌翻出来听.
VIPcool_XGQh,1月13日 02:50,最后一句不要这样去做 可能还没有遇到对的人不是你的错，是不是可能给你认识的人圈子有关吧
我是阳阳啊1,1月13日 01:26,你们说我谈了四场恋爱，都是女生给我表的白，每一段我都很尽心尽力，都是女生给我分的手，最近一次分手之后我听到过这样的一句话，他真的跟别人的一样让他干啥就干啥，跟狗一样，我真的不知道为啥会这样，为啥我遇到的女生都是把恋爱当玩一样。但是以后不会了，现在19岁，我30岁之前都不会恋爱了，嘻嘻
没缘x-,1月13日 01:15,祝福
齐梓与盐,1月13日 00:16,我要娶王子琪，娶到回来告诉大家
国产魁姐姐,1月12日 23:47,他用过的彩铃
喜歡我多一點好嗎,1月12日 23:38,结束了我们1503天的爱情
想看夏日海,1月12日 22:59,啊对对对
有情绪的心碎小狗,1月12日 22:54,啊行行行
想看夏日海,1月12日 22:54,代玲静再和我吵架她就把账号注销@不是代玲静-
惟愿aL,1月12日 22:18,头发被吹起的那刻，暖暖的你就深深的烙印在心口...
引山洪200812,1月12日 22:13,我想娶她
南风走过时光,1月12日 22:02,我们分手啦 12.11她告诉我的 12.19是她生日哈哈哈哈 12.31我们和平分手了
用户5123150729,1月12日 21:55,。
昭愿七安,1月12日 21:50,舔狗是毫无底线，而爱的深沉是知道断舍离。
茨卡啊啊啊,1月12日 20:59,恭喜恭喜🎉
LLLLjianing,1月12日 20:41,我用一个回忆纪念我的八年
英杰吖,1月12日 20:26,恭喜
小猪沉塘-_A6oe,1月12日 19:49,恭喜
抹茶耳机,1月12日 19:47,恭喜
青冘love,1月12日 19:40,笑死，深情就被叫舔狗
青冘love,1月12日 19:38,恭喜
矿泉水没味道啊,1月12日 19:33,我变成了一条狗
九亿可爱少女梦,1月12日 18:21,2022了，娶到了吗
她脚踝银铃响起了,1月12日 18:07,时间会验证我多爱你啊
一CX330丿,1月12日 17:42,做我老婆好不好？
小马03i,1月12日 17:30,146天加油
殃北1703,1月12日 17:16,真的很想见一面，哪怕是最后一面
番茄子的男朋友,1月12日 16:12,李婧琪 我张世博一定把你娶到家. 2022.1.12 16:12
lonely秋7,1月12日 15:24,希望我和他能有个好的结局
lonely秋7,1月12日 15:23,恭喜
月球水族馆,1月12日 15:10,mPqp乒乓球队
月球水族馆,1月12日 15:07,皮皮
月球水族馆,1月12日 15:07,[西西流汗][西西流汗][西西呕吐][西西流汗][西西疑问][西西再见][西西疑问][西西疑问][西西再见][西西再见][多多瞌睡][西西惊吓][西西心动][多多无语][西西疑问][西西再见][混合机西西疑问][西西再见][西西疑问]
清尽n,1月12日 14:32,爱情没有距离
清尽n,1月12日 14:31,加油
Enteral丶不朽190729,1月12日 12:08,后来只要有人陪，我也不知道我爱谁
長東皓的恋rap日记,1月12日 12:06,自己都是舔狗才会看啥都是舔狗
鱼香肉丝_ou,1月12日 11:53,恭喜
小哲pig,1月12日 11:23,我一定会把你娶回家
半点xin,1月12日 10:25,迟来的恭喜🎉
霰雪sunny,1月12日 09:29,可能他所说的胆怯并不是真的原因，还有别的原因，但最终他也没有说出真实的原因。他值得被爱，即使之前被伤的很深，但总会有一个人可以温暖治愈他，我希望那个人是我。我的未来计划里面有他，但他的计划里好像没有了我。日子总是要过下去的，愿开心快乐
霰雪sunny,1月12日 09:16,还是不够爱，如果足够爱，可以战胜任何东西
霰雪sunny,1月12日 09:15,我想和他好好在一起，即使他现在没车没房，我也愿意。都说爱情是权衡利弊，有价值才会在一起，我不相信，想用真心对待双方，向往双方奔赴的爱情。我很喜欢他，我不介意有房没房，只要两个人共同努力，未来的日子里，早晨睁开眼睛他在旁边就很满足。但是他胆怯，然后走了。
不吃渔1,1月12日 05:40,22年了娶到了吗
满怀-希望,1月12日 03:59,就只有网易能听原版吗🥺
神明不诉疾苦JM,1月12日 01:53,现在还来吗，疫情这么严重，在郑州哪啊
后来_QACp,1月12日 01:36,或许换个时间 我们真的很合适 再见了海燕
甲申年十一月冬,1月12日 00:14,有些话 有些事 烙在我心里 抹不掉 也过不去 我不愿想起 可总是有意无意的想起.
阿蔡从不撩妹,1月12日 00:10,加油
阿蔡从不撩妹,1月12日 00:09,好有诗意呀
五五-七,1月12日 00:07,希望他会也是你的一片天
会苦尽甘来_,1月12日 00:04,偶然有一次和他一起听这首歌 突然觉得 他这个人为什么这么好 每次都是他低头道歉 脾气也超级好 在想我们会不会有以后 我希望时间能快一点 他说他想娶我 我真的好喜欢他
周嘉言_1snS,1月11日 23:51,幸福开心就好❤️❤️❤️我喜欢她——女孩女孩。。。
爱抽烟屁的派大星7,1月11日 23:11,恭喜啊好羡慕啊
也许还能做朋友,1月11日 22:47,邵帅你还记得我吗
那你还快乐吗,1月11日 22:00,恭喜
CU西柚妹妹,1月11日 21:43,与他2021.11.8相识 11.13在一起 12.5分手。我知道快餐式恋爱来的快去得快，但是，很喜欢，很短暂，很遗憾。也许是愿赌不服输吧，但我承认，我输了，输得一败涂地，他不要我等他长大了。但庆幸被他喜欢过，可能，我是个太无趣的人吧。
河北最后的温柔jm,1月11日 21:39,恭喜你兄弟
ccccccxxxxxxxxx,1月11日 21:31,恭喜恭喜 牛🐮🐮🐮🐮
浅小殇_,1月11日 21:27,我的温柔是你的专属啊
普信女--_,1月11日 21:08,绝了
______Regret,1月11日 20:57,害 一样 过去了两年了 也慢慢有些释然了
kiss-希c,1月11日 20:48,最大的遗憾就是隔着屏幕道别
多肉桃桃_z,1月11日 20:30,我到现在还觉得爱情无关车钱房 就算骑电动车吹冷风 爱就是爱 不顾一切 但是我以后再这样做我万箭穿心。
刘大叔老,1月11日 19:37,太棒了
砂糖和你,1月11日 19:33,恭喜
x_1xs,1月11日 19:28,怕我以后后悔，你永远都只会想着自己那一边，你不知道我是怎么想的，我只想跟你在一起，我什么都不怕。我就是不甘心为什么爱了那么久收场就像没爱过一样凭什么你可以装做若无其事而我却念念不忘。
x_1xs,1月11日 19:26,如果我们没分开今天是我们在一起的第467天，误打误撞的喜欢没想到这么汹涌。分手那天天气还不错，可我感觉不到一点光，那天我打字飞快 生怕你把我拉黑了 可我手一直在抖 字一直打错 泪一点一点掉，那天你在和朋友出来玩，我不知道我当时想了多少东西。可是要走的人留不住，你说怕我以后和你吃苦，
x_1xs,1月11日 19:22,阳，还记得刚开学的那段日子，有次学生会开会，每天的学生会站一列，我是周三的，你是周五的，我在我那列最后，我无意间的扭头看到你在后面，我们对视了，我装作什么事都没有，转过头却偷偷的笑了，心跳的很快，回家后你说我扭头那一刻你心都化了，今天是我们分开的第45天，我想你了一年多了我和解不了
宋宇恒_,1月11日 19:22,刚才去吃火锅，看见火锅店的墙上提醒，羊是自己养的，菜是自己种的，油是自己榨的，提醒顾客放心使用。买单的时候我，悄悄告诉老板，钱是我自己印的，请放心使用，老板追了我好几条街没追上，真有意思，腿是我自己长的，想往哪里跑就往哪里跑，陌生人，如果你笑了，那我祝你2022年一切顺利
x_1xs,1月11日 19:15,y我为你暖的茶快凉了
你很美我自醉,1月11日 18:59,22年了，怎么样？
啾啾咪嘻嘻,1月11日 17:29,谢谢
小周同学啊__,1月11日 17:11,恭喜
在32号星期八25点61分,1月11日 16:53,好多次听到过这首歌的高潮部分，今天偶然听了全部，忽然发现这首歌的歌词听起来好温暖啊，希望有一天可以和喜欢的人一起听
朔月月吖,1月11日 16:20,时间会验证我多爱你呀
江南瓜子,1月11日 15:59,最近听这首歌很上头。
Apricity_Chen,1月11日 13:14,用余生为你暖一杯茶，晚风微扬时等你回家.
虎虎生威女孩,1月11日 12:22,断绝关系很容易难得是停止思念和不再回头
听尽人间暖色,1月11日 10:42,因为你就是
Y123ryyy,1月11日 10:39,真好
娜是我日夜的思念,1月11日 10:38,借你吉言
小熊饼干呐-na,1月11日 09:55,2022.1.11
xxx苏傲寒,1月11日 09:07,和她分开后我才知道这首歌竟然是她最爱的那首歌 现在听起来满满的心酸啊 爱情啊 放过我吧 我也没有很差呀 我也很爱她 我也只是不会表达而已啊
魏子豪的女朋友,1月11日 08:46,ldea-
深情任,1月11日 08:27,什么的感情都会变
一只特别能吃的柠檬汐_,1月11日 05:39,早安…致力于中华民族伟大复兴的建设者；我最爱的…董霖睿….已经在努力的路上….天黑黑，记得…回来的路…我暖好了茶….保温杯装好小跑去寻你….
1个婷--,1月11日 03:44,“那天我打字飞快 生怕你把我删了 可我手一直在抖 字一直打错”
LyyFei1,1月11日 02:34,我也曾想着和她一直走下去
LyyFei1,1月11日 02:34,时间过得好快 我们也翻篇了
日落再看我,1月11日 01:46,爱是一个人在有了经济的基础上对另一个人负责任
临泉出了名的专一,1月11日 00:58,三年了 这次我赌你范奥龙 输的话暖一杯茶再陪我三年 赢了我赌上全部一直爱你。
是佳-1,1月11日 00:29,他们说恋爱脑的女孩子很傻 我只觉得爱 就要爱的热烈 爱的真诚 全心付出 即使结果不如我所愿 至少我对得起这份感情.
是佳-1,1月11日 00:29,我不会以爱之名束缚你 你可以做你任何想做的事 但我只希望 你做任何事情之前 可以想起我 并为我拒绝一些人和事.
Drinkrink,1月11日 00:19,恭喜呐！
别再说为了我,1月11日 00:04,好久不见 我已经不打算留短发了 刘海也打算剪了 起风了我也不爱听了 之前你不让我步入的圈子我也没再玩了 还有 我已经很久没有见你了 今年冬天太冷了 记得睡觉别踢被子 不知道你有没有长胖 不知道你有没有刮胡子 有没有遇见那个愿意为了你把葱挑出来 把爱吃的鱼和海鲜都戒了的女孩子 我不爱哭了
球球小老婆oxo,1月11日 00:01,见一面吧 我把日日夜夜的想念还给你.
上秋白露降,1月10日 23:50,恭喜恭喜鸭
逄志鹏,1月10日 23:48,身高真的会是我们两个人分开的原因吗？
常忧白,1月10日 23:41,我想问大家一个问题 我跟女朋友相恋3年 一直异地 她的家庭很好 她的成绩也很好 不论是家庭还是未来 我都不如她 双方家里面现在都是很支持 我不知道能不能走的最后 今年我快二十了 她非常喜欢我 我却不知道以后该怎么去面对她
衹是巫山不是雲,1月10日 23:17,如果你哪天撑不住了 眼睛红红的站在我身边 你什么都不用说 我带你走
x_1xs,1月10日 23:09,有好多次 我也想拉着你的手好好走下去
cc虫虫诶,1月10日 22:16,我们在跨年那天彻底结束啦
-晚安1y_,1月10日 22:08,我还爱他
念烊o,1月10日 21:58,"孕妇在产房对一男的说
“亲爱的，你希望我生男的还是生女的?”
那男的说:“生男孩，我们爷俩保护你生女孩，我保护你们娘俩!”
同样的场景
一孕妇搀着她丈夫的手说
“你希望我生男的还是生女的?”她丈夫若无其事的回答
“那生啥不一样，我有发言权吗咋滴你还问我，生女的你们俩欺负我，生男的你欺负我们"
我的愿望还有机会完成吗,1月10日 21:56,恭喜
啊芳芳呀-,1月10日 21:28,第一次和他听的这首歌，暖一杯茶❤
家里一个大耗子,1月10日 21:13,恭喜
刘大叔老,1月10日 21:09,这次我选择时间
神明会偏爱我吗a,1月10日 20:49,@我的爱是爱吗k 什么时候娶你啊
Hello_小卢,1月10日 20:48,时间会验证我多爱你呀
桃桃的肥虾,1月10日 20:47,恭喜恭喜
迁城0103,1月10日 20:28,太黑了，你在哪？我去接你，咱回家
小哑巴ai,1月10日 19:40,王梓昂我永远都记得你跟我说过等我长大了我就去你家
一切常本,1月10日 18:41,别在外面玩太晚哦，记得家里还有一个人为你暖了一杯茶呢
一切常本,1月10日 18:39,呦呵
1网友的,1月10日 18:38,为什么不回你消息你还舔着呢
1网友的,1月10日 18:36,@给我一个小鱼干B
zxcvbnm111a,1月10日 18:14,恭喜呀
熱爱Gsen,1月10日 17:29,恭喜🎉
-佳-y,1月10日 16:53,几年前的那个小男孩长大了，现在他打架抽烟，却忘了从前小时候，想长大成为的样子
嗨一起听歌_AvnG,1月10日 16:31,她感觉腻了，你觉得会么
长沙-Jay,1月10日 16:22,还有周杰伦呢？
长沙-Jay,1月10日 16:22,喜欢就是聊出来的呀
心有音耳有乐,1月10日 15:51,聆听者💞💘💞
LMQ20061224,1月10日 15:50,虽然我和朱永立相隔很远，经常和他吵架，冷战，但我们感情从来没有淡过，他包容我所有的小脾气，次次吵架无论是他的错还是我的错都是他先低头，他没有安全感，但我一定会把我所有的安全感都给他，我爱他，我想和他走到最后的最后.
尊老Iu,1月10日 15:12,等我娶到云天涯我会回来的
佳Luc,1月10日 13:20,时间会验证我多爱你呀
love鱼z,1月10日 11:53,时间会验证我多爱你呀
小马03i,1月10日 10:21,148天加油
逄志鹏,1月10日 08:48,原来到现在我才知道抖音上有个功能是 移除粉丝。
云村村民164177350657193,1月10日 08:13,承你吉言
乘舟赴远方i,1月10日 04:18,得失有偿 风不停吹 有心人一直追 得失参半 荣枯与否 有心人自有答案.
Manba-LA,1月10日 02:19,你和他在一起 眼界开阔了吗 身体更健康了吗 皮肤更好了吗 一起看更大的世界了吗 节日生日有礼物吗 你伤心了他能提供情绪价值吗 至少 你睡得安稳吗？
喜欢不一定非要在一起,1月10日 01:43,还是很害怕走夜路啊
夜晚心跳有声,1月10日 01:10,因为得不到所以假装不想要
没有你的爱情叫爱情吗,1月10日 01:01,喜欢一个人就被添了个舔狗的称号吗？我只是喜欢她 没说追她 我想睡她 又没说要跟她结婚 我只是想不让自己留遗憾而已
没有你的爱情叫爱情吗,1月10日 00:58,删掉让我说
军阀太太a,1月10日 00:51,真的很温柔啊这首歌
军阀太太a,1月10日 00:47,在听
DikM-107826,1月10日 00:33,借你吉言
糊涂图_m,1月9日 23:41,"把左手 把右手
大拇指 → 往这划 ← 大拇指
放这里 放这里"
你的宇航员e,1月9日 23:26,多少会有
你的宇航员e,1月9日 23:20,借你吉言
L_2006,1月9日 22:29,借你吉言
最爱吃串,1月9日 22:21,恭喜恭喜
爱夏天的沫沫,1月9日 22:13,爱这个字，不是一时兴起，也非见色起意。而是消磨热情、新鲜、冲动之后，依然难以割舍，依然心有回音。
暴龙战士Wik,1月9日 22:02,至今分不清是喜欢还是卑微
LwrX23,1月9日 22:01,下辈子早点遇见你 lx
Light_Sky,1月9日 21:31,和你刚认识的时候真好，发不完的信息，打不完的电话和视频，聊到凌晨也不觉得困，以前我跟别人炫耀过你，我说你的名字我都带着骄傲，最后你成了我闭口不谈的某人，我从来不后悔遇见你，只是挺遗憾的，爱了你那么久，最后连个像样的结局都没有。
浪漫至死不渝-_S,1月9日 20:34,恭喜🎉
AKA_总被女人骗,1月9日 20:26,回不来了，她已经忘了我开始新的生活了
别忘了那片海_s,1月9日 19:55,还会回来吗。
AKA_总被女人骗,1月9日 19:05,我好像把怀念弄的比过程还久了
lkx628,1月9日 18:46,时间会验证的加油加油[多多难过]
初遇_MU2g,1月9日 17:37,你还好吧，棺材有没有进水
----扶苏--,1月9日 17:34,我们要一直走下去
超勤快cqk,1月9日 17:33,我们会一直一直在一起的
爱你不止彡千遍,1月9日 16:45,恭喜恭喜
小妖--小妖,1月9日 15:50,哈哈，🐕🐕🐕🐕，你闲的不行
樱桃烧丸子_,1月9日 15:41,你说的这几个是分开的，但不分开的还有千千万万个
----扶苏--,1月9日 15:39,时间会验证我多爱你呀
没xin沒fei99,1月9日 15:29,真的
夏天的第一颗西瓜籽,1月9日 15:14,"”时间会验证我多爱你呀”
这句歌词真的温柔，就像有很多很多爱一样"
奔山之形,1月9日 15:09,我也是
盼盼的锦鲤,1月9日 14:51,"打扰一下呀，我男朋友马上要过生日了，我想集齐来自全国各地的祝福，给他一个不一样的生日礼物。
请大家用这种格式:
“我在XX省祝罗迪生日快乐!”回复一句祝福语可以嘛?
我想给他做个视频，谢谢大家啦，
如果打扰到的话，先说声抱歉!
拜托拜托啦，谢谢大家!"
小汤没糖了,1月9日 14:51,"喜欢这首歌是因为第一次看他的抖音的BGM就是这个，暗恋一开始就是没有结果的，还没说出口就死亡了。昨天晚上在校园遇到他了，看到他和一个女生拉着手。
害，有点遗憾吧，他还不知道我叫什么，长什么样子呢。"
用户4988711028,1月9日 14:49,女生推开你并不是不爱你 而是想确定你会不会走 可是往往一试一个准
汏奀,1月9日 14:48,会的
汏奀,1月9日 14:47,恭喜
913456789,1月9日 14:38,恭喜
666_PrL3,1月9日 14:07,我才十六岁 我不想为情所困 我想安安稳稳的过完我的青春 可是我发现我根本回不了头。
666_PrL3,1月9日 14:07,祝福
坚定点19,1月9日 13:23,你高兴就好，不用在意我，我没感受，账号注销了
肉团诗,1月9日 13:04,王昊杰 时间会验证我多爱你
归舟-zyx,1月9日 12:38,巧的是 我们名字里都有“一”字 我们在一个年级 你班在我们班旁边 李 我已经喜欢了你好久好久了 我对你说过一次喜欢 但其实远远超过了一次 在每次我看向你的眼神 都在诉说着爱意 在每次偶遇 在每次想到你
一起去吹吹晚风吗-,1月9日 10:51,可能我跟她有关系的地方就只有这首歌了
-趁着月色-,1月9日 06:19,祝福
冬日的信封,1月9日 04:37,下辈子带我回家吧
哦滴兲呀,1月9日 03:53,令人窒息的沉没成本
LyyFei1,1月9日 02:55,是你的专属啊
y00z00i,1月9日 02:17,我该睡觉了 熬夜不对 想你更不对
心动7七,1月9日 02:13,2022年1月9日还有人在听这首歌没
赶赴一场关于青春的约会,1月9日 00:25,恭喜啊！
说恋_y,1月9日 00:09,你讲的话太伤人心了我没见过木头拔了钉子会自己愈合的
Lizsept,1月8日 23:49,介意你前任不是因为嫉妒呀，而是难受，那种深情你从未给过我 真的好难受呀宝
逄志鹏,1月8日 23:47,真的会有女生狠心的把你推开吗
知名舔狗小涵,1月8日 23:44,我要娶孟阳
青多余,1月8日 23:36,要幸福。
要努力飞行呀,1月8日 23:04,原来想念一个人是如此心苦，你若主动找我就好了！
yu鳳__,1月8日 22:56,会
Musicforzsj,1月8日 22:52,时间会验证我有多爱你呀，这歌词绝
抽支兰洲,1月8日 22:37,努力的意义在于当好运来临时我觉得我值得
你好吗莫来,1月8日 22:35,送给你就可以带你回家吗
是马熊熊,1月8日 22:23,
风停去见你,1月8日 21:32,可惜我说的反话你真的信了.
酒烈Winestrongf,1月8日 20:48,很想家 加油😊
杨北箫,1月8日 20:42,四天我瘦了六斤
杂乱无章_w,1月8日 20:13,我是你的小朋友啊，你要一直陪着我长大
小小晚风-09,1月8日 20:12,我确实也有很多的故事，但是说不出，你也是最懂我的人
小小晚风-09,1月8日 20:03,恭喜恭喜
小小晚风-09,1月8日 20:01,新婚快乐
我恨有钱人1L,1月8日 19:23,我也学会了别人不联系我我也不主动打扰别人 免得自作多情.
soloveyouno-,1月8日 16:07,不留遗憾就好了。
soloveyouno-,1月8日 16:06,别想了兄弟，她在他怀里很开心。
夏日气泡水1021,1月8日 15:30,我好爱何曼她也好爱我
NNNA孜鑫,1月8日 15:18,希望是好的惊喜
还在翻相册嘛,1月8日 15:17,可是最后还是离开了我，说好的不离不弃却只有那么九十天罢了。所以温柔能够属于谁呢。好想她啊，绝情的是她不是我
路人之名,1月8日 14:38,时间会验证我有多爱你呀。
今天听歌了吗逸,1月8日 14:23,恭喜你
失踪人口陈某,1月8日 14:15,生活一定会把压轴好运放到最后，才会让你经历糟糕的日子，所以你要收起你的难过
柯柯GF,1月8日 14:06,我要娶一个叫师缘的女孩儿，相信我
随了便了-_-,1月8日 14:04,喜欢的是陪她聊天的人，不是一味找她尬聊的男生😀
以为忘了想念,1月8日 13:56,希望我们是快餐时代里小火慢炖的粥
collyba7,1月8日 13:12,那就希望可以和高稷在一起！！
爱不是练爱,1月8日 12:53,这是我最喜欢的一首歌前段时间几乎每晚都会听 那天我分享给他他说想为我暖一杯茶
羅囉儸,1月8日 12:44,我见世人皆草木 唯你是青山
逄志鹏,1月8日 12:40,昨天晚上 我把那个满眼都是我的女孩弄丢了
请请再等一下,1月8日 12:22,能一直聊下去会吧，聊不下去的大概你也懂了
黑眼圈_Qg,1月8日 10:34,风一直吹 有心人一直追
爱意全都在夜里,1月8日 10:17,我也想变成英雄 保护她
爱aa与海,1月8日 10:11,四年了。
梦的方向叫闯iii,1月8日 08:15,我的温柔是你的专属啊
呦咦呦咦,1月8日 02:06,可不可以不要下头这么快……
覅万寿寺,1月8日 01:23,“幸好思念无声，可惜思念无声，我怪思念无声！”
南鸢绮梦,1月8日 01:02,晚安
zzqlxr,1月8日 00:52,五年后，我会娶到一个叫李欣荣的女孩子
Pandagsy,1月8日 00:51,需要多久呢
呦咦呦咦,1月8日 00:34,今天拒绝了你。以后应该还会。
未来wycg,1月8日 00:33,遇见了个互相喜欢的人，却最后选择一个适合的姑娘。有时候过一辈子的那个人，不一定是你喜欢的
嗯啊_y9VP,1月8日 00:12,我遇到了嘿嘿
你也有烦心事吗__,1月8日 00:05,你真是命好啊 遇到的每个人都会看上你 你命也有点不太好 那些人并没有好好爱你
小球蛋_,1月7日 23:49,分手了对不起
闲猪__,1月7日 23:40,我爱你
